sport,item
Njẹ́ o dá ayédèrú ìròyìn mọ̀ tí o bá ri i?,Ìwádìí BBC kan fihàn pé ọ̀pọ̀lọ́pọ̀ ọmọ orílẹ̀-èdè Naijiria ní pé àwọn kò lè mọ̀ bí wọ́n bá rí ìròyìn òfégè.
,
,
,
,
,
,
Njẹ́ o dá ayédèrú ìròyìn mọ̀ tí o bá ri i?,Ìwádìí BBC kan fihàn pé ọ̀pọ̀lọ́pọ̀ ọmọ orílẹ̀-èdè Naijiria ní pé àwọn kò lè mọ̀ bí wọ́n bá rí ìròyìn òfégè.
Bá wa pàrọwà sí Kwankwaso kó má fi ẹgbẹ́ òṣèlú PDP sílẹ̀- Alága PDP Kano bẹ Saraki lọ́wẹ̀,"Sagagu ni bí Kwankwaso bá fi lè fi ẹgbẹ́ náà sílẹ̀ pẹ̀lú ipa rẹ̀ nínú ẹgbẹ́, àdánù ńlá ni yóò jẹ́ fún PDP lásìkò yìí."
,
,
,
,
,
,
Bá wa pàrọwà sí Kwankwaso kó má fi ẹgbẹ́ òṣèlú PDP sílẹ̀- Alága PDP Kano bẹ Saraki lọ́wẹ̀,"Sagagu ni bí Kwankwaso bá fi lè fi ẹgbẹ́ náà sílẹ̀ pẹ̀lú ipa rẹ̀ nínú ẹgbẹ́, àdánù ńlá ni yóò jẹ́ fún PDP lásìkò yìí."
"Lóri irọ́, èmi àti Adekaz kò sàdéhùn ìyàwó kejì- ìyàwó Adekaz tó fẹ́ Mercy Aigbe",Arabinrin Funsho Adeoti sọ pe ọkọ oun ko sọ ootọ nipa ibagbepọ wọn gẹgẹ bi ọkọ ati iyawo ninu ifọrọwanilẹnuwo to ṣe.
,
,
,
,
,
,
"Lóri irọ́, èmi àti Adekaz kò sàdéhùn ìyàwó kejì- ìyàwó Adekaz tó fẹ́ Mercy Aigbe",Arabinrin Funsho Adeoti sọ pe ọkọ oun ko sọ ootọ nipa ibagbepọ wọn gẹgẹ bi ọkọ ati iyawo ninu ifọrọwanilẹnuwo to ṣe.
Adájọ́ ní kí wọ́n fi Tọkọtayà tí wọ́n ka ẹ̀yà ara mọ́ lọ́wọ́ sí ọ̀gbà ẹ̀wọ̀n ní Obafemi Owode,"Ojọ kejila, oṣu keji, ọdun yii ni aṣiri Kẹhinde ati Adejumọkẹ tu sita pẹlu ẹya ara oku ni agbegbe Lẹmẹ, Abeokuta ipinle Ogun."
,
,
,
,
,
,
Adájọ́ ní kí wọ́n fi Tọkọtayà tí wọ́n ka ẹ̀yà ara mọ́ lọ́wọ́ sí ọ̀gbà ẹ̀wọ̀n ní Obafemi Owode,"Ojọ kejila, oṣu keji, ọdun yii ni aṣiri Kẹhinde ati Adejumọkẹ tu sita pẹlu ẹya ara oku ni agbegbe Lẹmẹ, Abeokuta ipinle Ogun."
"Óṣe! Onífàyàwọ́ epo bẹntiróòlù kan àti ìyàwó rẹ̀ jóná mọ́lé , wọ́n fi ọmọ osù mẹ́rin sílẹ̀ sáyé",Epò bẹntiróòlù tí Pam gbé sílé fún títà gẹ́gẹ́ bí oníbàràǹdà bí ọ̀wọ́n gógó epo bẹntiróòlù ṣe ń bá ìlú fínra ló ṣe okùnfà iná náà.
,
,
,
,
,
,
"Óṣe! Onífàyàwọ́ epo bẹntiróòlù kan àti ìyàwó rẹ̀ jóná mọ́lé , wọ́n fi ọmọ osù mẹ́rin sílẹ̀ sáyé",Epò bẹntiróòlù tí Pam gbé sílé fún títà gẹ́gẹ́ bí oníbàràǹdà bí ọ̀wọ́n gógó epo bẹntiróòlù ṣe ń bá ìlú fínra ló ṣe okùnfà iná náà.
"Wo àwọn asọ ìgbèyàwó àràmọ́ndà, kóo fojú lóúnjẹ òpin ọ̀sẹ̀",Airinjinna ....lọ́rọ́ ilé ayé àti pe eyí to wu mi kò wú ọ ni.
,
,
,
,
,
,
"Wo àwọn asọ ìgbèyàwó àràmọ́ndà, kóo fojú lóúnjẹ òpin ọ̀sẹ̀",Airinjinna ....lọ́rọ́ ilé ayé àti pe eyí to wu mi kò wú ọ ni.
Mọ̀ síi nípa àwọn akẹ́kọ̀ọ́ tó dèrò àtìmọ́lé nítorí ìwọ́de lòdì sí Russia,"Yatọ si ẹgbẹrun meji eeyan yii, awọn oṣiṣẹ pajawiri mẹwaa lo tun ti ba ogun naa lọ."
,
,
,
,
,
,
Mọ̀ síi nípa àwọn akẹ́kọ̀ọ́ tó dèrò àtìmọ́lé nítorí ìwọ́de lòdì sí Russia,"Yatọ si ẹgbẹrun meji eeyan yii, awọn oṣiṣẹ pajawiri mẹwaa lo tun ti ba ogun naa lọ."
"Fídíò, ,Ó máa ń dùn mí tí Òbí Yorùbá kò bá kọ́ ọmọ̀ rẹ̀ ní èdè nítorí pé èmi ti fi Yorùbá soriíre púpọ̀- Tiago Òyìnbó,, Duration 5,24",Kò yẹ kí àwọn ìran Yorùbá máa fọwọ́ yẹpẹrẹ mú èdè Yorùbá àti pé kò yẹ kí àwọn òbí máa sọ èdè Gẹ̀ẹ́sì sí àwọn ọmọ ní kékeré
,
,
,
,
,
,
,
,
"Fídíò, ,Ó máa ń dùn mí tí Òbí Yorùbá kò bá kọ́ ọmọ̀ rẹ̀ ní èdè nítorí pé èmi ti fi Yorùbá soriíre púpọ̀- Tiago Òyìnbó,, Duration 5,24",Kò yẹ kí àwọn ìran Yorùbá máa fọwọ́ yẹpẹrẹ mú èdè Yorùbá àti pé kò yẹ kí àwọn òbí máa sọ èdè Gẹ̀ẹ́sì sí àwọn ọmọ ní kékeré
,
,
,
"Ibá Lassa fojú hàn ní ìpínlẹ̀ Oyo, ó ti mú ẹ̀mí Dókítà méjì lọ",Atejade Bode Ladipo to jẹ́ komisonna eto ilera ipinle Oyo salaye nipa awon Dokita meji ti Lassa ti mulo bayii.
"Ibá Lassa fojú hàn ní ìpínlẹ̀ Oyo, ó ti mú ẹ̀mí Dókítà méjì lọ",Atejade Bode Ladipo to jẹ́ komisonna eto ilera ipinle Oyo salaye nipa awon Dokita meji ti Lassa ti mulo bayii.
,
,
,
,
,
,
Wo àwòrán bí Ukraine ṣe rí tẹ́lẹ̀ ṣáájú ìkọlù Russia àti bó ṣe rí báyìí,"Bo tilẹ jẹ pe awọn ọmọ ogun Russia jina diẹ si ilu Kyive, tii ṣe olu ilu Ukraine, oniruru ikọlu lo ti waye si ilu naa."
,
,
,
,
,
,
Wo àwòrán bí Ukraine ṣe rí tẹ́lẹ̀ ṣáájú ìkọlù Russia àti bó ṣe rí báyìí,"Bo tilẹ jẹ pe awọn ọmọ ogun Russia jina diẹ si ilu Kyive, tii ṣe olu ilu Ukraine, oniruru ikọlu lo ti waye si ilu naa."
Eré orí ìtàgé ni à ń ṣe nínú fọ́nrán CCTV tí wọ́n ti sọ pé mo fẹ́ bá ọmọdé lòpọ̀ - Baba Ijesha,"Òní lòní ń jẹ́ ẹni abẹ̀ lọ́wẹ̀, ìgbẹ́jọ́ Gbajúgbajà òṣèré tíátà, James Olanrewaju tí gbogbo ènìyàn sí Bàbá Ijesha yóò tún tẹ̀síwájú lónìí ọjọ́ kẹrin oṣù kẹta, ọdun 2022."
,
,
,
,
,
,
Eré orí ìtàgé ni à ń ṣe nínú fọ́nrán CCTV tí wọ́n ti sọ pé mo fẹ́ bá ọmọdé lòpọ̀ - Baba Ijesha,"Òní lòní ń jẹ́ ẹni abẹ̀ lọ́wẹ̀, ìgbẹ́jọ́ Gbajúgbajà òṣèré tíátà, James Olanrewaju tí gbogbo ènìyàn sí Bàbá Ijesha yóò tún tẹ̀síwájú lónìí ọjọ́ kẹrin oṣù kẹta, ọdun 2022."
"Ohun ìṣeré abánilòpọ̀ há sójú ara mi, mo kú tán - Obìnrin ológun kan","Obinrin naa salaye pe ohun isere ibalopọ naa sare fun oun ni adun ibalopọ, to si gbe oun de 'ọrun', gbe oun pada laarin aabọ isẹju."
,
,
,
,
,
,
"Ohun ìṣeré abánilòpọ̀ há sójú ara mi, mo kú tán - Obìnrin ológun kan","Obinrin naa salaye pe ohun isere ibalopọ naa sare fun oun ni adun ibalopọ, to si gbe oun de 'ọrun', gbe oun pada laarin aabọ isẹju."
Kí ni mo ṣe tí ìkórira fi pọ̀ tó èyí? - Davido ń bèèrè,"Davido wa n beere pe se nitori pe baba oun jẹ olowo ni agbo amuludun fi korira oun, eyi kii si se ẹbi oun."
,
,
,
,
,
,
Kí ni mo ṣe tí ìkórira fi pọ̀ tó èyí? - Davido ń bèèrè,"Davido wa n beere pe se nitori pe baba oun jẹ olowo ni agbo amuludun fi korira oun, eyi kii si se ẹbi oun."
Ìdí rèé tí mo ṣe fẹ́ jẹ ààrẹ Nàíjíríà - Tinubu,"Bola Tinubu ni Naijiria nilo asaaju ti yoo sọ eto aabo to mẹhẹ di ohun itan, ti yoo si tun mu idagbasoke ba eto ọrọ aje ati igbayegbadun araalu."
,
,
,
,
,
,
Ìdí rèé tí mo ṣe fẹ́ jẹ ààrẹ Nàíjíríà - Tinubu,"Bola Tinubu ni Naijiria nilo asaaju ti yoo sọ eto aabo to mẹhẹ di ohun itan, ti yoo si tun mu idagbasoke ba eto ọrọ aje ati igbayegbadun araalu."
Kíni àjọ ECOWAS ilẹ̀ Adúláwọ̀ ń sọ báyìí lórí ìjà Russia àti Ukraine?,Bí àwọn kan ṣe ń faramọ́ ìkọlù tí Russia ń ṣe sí Ukraine ni àwọn kan ń bú ẹnu àtẹ́ lu Ààrẹ Vladimir Putin fún ìgbésẹ̀ tó gbé yìí.
,
,
,
,
,
,
Kíni àjọ ECOWAS ilẹ̀ Adúláwọ̀ ń sọ báyìí lórí ìjà Russia àti Ukraine?,Bí àwọn kan ṣe ń faramọ́ ìkọlù tí Russia ń ṣe sí Ukraine ni àwọn kan ń bú ẹnu àtẹ́ lu Ààrẹ Vladimir Putin fún ìgbésẹ̀ tó gbé yìí.
"Ẹ sọ́ra fún wíwá owó òjijì ẹ̀yin ọ̀dọ́, ìgbẹ̀yìn rẹ kìí dára- Alake Egba",Wo awon aworan ohun to n sele nibi eto ayẹyẹ ọdun Lisabi ti 2022 ni Abeokuta nipinle Ogun.
,
,
,
,
,
,
"Ẹ sọ́ra fún wíwá owó òjijì ẹ̀yin ọ̀dọ́, ìgbẹ̀yìn rẹ kìí dára- Alake Egba",Wo awon aworan ohun to n sele nibi eto ayẹyẹ ọdun Lisabi ti 2022 ni Abeokuta nipinle Ogun.
Sé Nàìjíríà le fi Abba Kyari ráńṣẹ́ sí Amẹ́ríkà pẹ̀lú bó ṣe ń kojú ìgbẹ́jọ́ àjọ NDLEA? – Àlàyé rèé,Ó ṣeéṣe kí ìgbẹ́jọ́ tí àjọ NDLEA pè tako Abba Kyari ṣe ìdádúró fífi Kyari ráńṣẹ́ sí orílẹ̀-èdè Amẹ́ríkà láti lọ kojú igbẹ́jọ́ lọ́hùn ún.
,
,
,
,
,
,
Sé Nàìjíríà le fi Abba Kyari ráńṣẹ́ sí Amẹ́ríkà pẹ̀lú bó ṣe ń kojú ìgbẹ́jọ́ àjọ NDLEA? – Àlàyé rèé,Ó ṣeéṣe kí ìgbẹ́jọ́ tí àjọ NDLEA pè tako Abba Kyari ṣe ìdádúró fífi Kyari ráńṣẹ́ sí orílẹ̀-èdè Amẹ́ríkà láti lọ kojú igbẹ́jọ́ lọ́hùn ún.
416 àwọn ọmọ Nàìjíríà tó wà ní Ukraine ló ti dé sílé báyìí-Abike Dabiri tó ń mójútó ọ́rọ̀ ilẹ̀ òkèèrè,"Mínísítà fọ́rọ̀ ilẹ̀ òkèrè, Geoffrey Onyema ti ni àwọn ọmọ Nàìjíríà kan tó wà ní orílẹ̀ èdè Ukraine tí Russia ń gbógun kọlù kò fẹ́ kúrò ní orílẹ̀ èdè náà padà wálé."
,
,
,
,
,
,
416 àwọn ọmọ Nàìjíríà tó wà ní Ukraine ló ti dé sílé báyìí-Abike Dabiri tó ń mójútó ọ́rọ̀ ilẹ̀ òkèèrè,"Mínísítà fọ́rọ̀ ilẹ̀ òkèrè, Geoffrey Onyema ti ni àwọn ọmọ Nàìjíríà kan tó wà ní orílẹ̀ èdè Ukraine tí Russia ń gbógun kọlù kò fẹ́ kúrò ní orílẹ̀ èdè náà padà wálé."
,
,
,
FIFA pàṣẹ pé Russia kò gbọdọ̀ díje pẹ̀lú àṣíá orílẹ̀èdè rẹ̀,Igbesẹ ti FIFA gbe yi n waye pẹlu bi Russia ṣe ṣigun wọ Ukraine lọjọ diẹ sẹyin.
,
,
,
,
,
,
FIFA pàṣẹ pé Russia kò gbọdọ̀ díje pẹ̀lú àṣíá orílẹ̀èdè rẹ̀,Igbesẹ ti FIFA gbe yi n waye pẹlu bi Russia ṣe ṣigun wọ Ukraine lọjọ diẹ sẹyin.
UEFA gba àǹfàní ìgbàlejò àsekágbá ìdíje Champions League kúrò lọ́wọ́ Russia,Awọn onwoye ere idaraya ati oloṣelu ni Russia ti bẹnu atẹ lu igbesẹ Uefa lati gba anfaani igbalejo idije yi ni St Petersburg kuro lọwọ wọ
,
,
,
,
,
,
UEFA gba àǹfàní ìgbàlejò àsekágbá ìdíje Champions League kúrò lọ́wọ́ Russia,Awọn onwoye ere idaraya ati oloṣelu ni Russia ti bẹnu atẹ lu igbesẹ Uefa lati gba anfaani igbalejo idije yi ni St Petersburg kuro lọwọ wọ
Kílódé tí wọ́n ti ìlẹ̀kùn mọ́ Super Falcons ni pápákọ̀ òfurufú l'Abuja?,Wọ́n dá àwọn agbábọ́ọ̀lù Super Falcons Nàìjíríà dúró fún wákàtí mẹ́ta ní pápákọ̀ òfurufú ìlú Abuja.
,
,
,
,
,
,
Kílódé tí wọ́n ti ìlẹ̀kùn mọ́ Super Falcons ni pápákọ̀ òfurufú l'Abuja?,Wọ́n dá àwọn agbábọ́ọ̀lù Super Falcons Nàìjíríà dúró fún wákàtí mẹ́ta ní pápákọ̀ òfurufú ìlú Abuja.
Wọ́n ti fi orúkọ Sadio MAne sọ pápá ìṣeré kan ní Senegal,Olootu ijọba ẹkun kan ni Senegal fi orukọ Sadio Mane sọ papa iṣere lẹyin aṣeyọri rẹ ni Cameroon.
,
,
,
,
,
,
Wọ́n ti fi orúkọ Sadio MAne sọ pápá ìṣeré kan ní Senegal,Olootu ijọba ẹkun kan ni Senegal fi orukọ Sadio Mane sọ papa iṣere lẹyin aṣeyọri rẹ ni Cameroon.
,
,
,
"Fídíò, ,Kíni kí a pé Oba tí kìí se ojúlówó ọmọ Oodua tórí pé ó kọ̀ láti se ètò tó yẹ kó tó jọba tó tún wá ń bú ìran bàbá rẹ̀?,, Duration 5,02","Agba ọ̀jẹ̀ asà Yoruba, Ifayemi Elebuibon ti sọ̀rọ̀ lori ihuwasi ati igbese Oluwo ti Iwo pe ko lọ́ kọ́ ẹ̀kọ́ asa ati isesi Oba pada lo tọ́ lasiko yii."
"Fídíò, ,Kíni kí a pé Oba tí kìí se ojúlówó ọmọ Oodua tórí pé ó kọ̀ láti se ètò tó yẹ kó tó jọba tó tún wá ń bú ìran bàbá rẹ̀?,, Duration 5,02","Agba ọ̀jẹ̀ asà Yoruba, Ifayemi Elebuibon ti sọ̀rọ̀ lori ihuwasi ati igbese Oluwo ti Iwo pe ko lọ́ kọ́ ẹ̀kọ́ asa ati isesi Oba pada lo tọ́ lasiko yii."
,
,
,
,
,
,
,
,
"Fídíò, ,Àgbéyẹ̀wò aáwọ̀ àárín Russia àti Ukraine- Oyeniyi Bukola tó jẹ́ akọ́sẹ́mọsẹ́ olùkọ́ nípa ìtàn ilẹ̀ Yúròòpù,, Duration 9,34",Ojọ̀gbọ̀n Bukola Oyeniyi to jẹ́ akọ́sẹ́mọsẹ́ nipa itan ilẹ̀ Yuroopu sọrọ nipa ipa ńlá ti àwọn orílẹ̀-èdè méjéèjì ń kó lórí ètò àgbáyé.
,
,
,
,
,
,
,
,
"Fídíò, ,Àgbéyẹ̀wò aáwọ̀ àárín Russia àti Ukraine- Oyeniyi Bukola tó jẹ́ akọ́sẹ́mọsẹ́ olùkọ́ nípa ìtàn ilẹ̀ Yúròòpù,, Duration 9,34",Ojọ̀gbọ̀n Bukola Oyeniyi to jẹ́ akọ́sẹ́mọsẹ́ nipa itan ilẹ̀ Yuroopu sọrọ nipa ipa ńlá ti àwọn orílẹ̀-èdè méjéèjì ń kó lórí ètò àgbáyé.
"Fídíò, ,Bíbọ Ajé máaa ń mú kí ènìyàn gbèrú lẹ́nu iṣẹ́ àti okoòwò,, Duration 5,45","Wọ́n ni pe tí a bá bi ọmọ tuntun, kò sí kí a má bọ Ajé fún un kó le ní láárí"
,
,
,
,
,
,
,
,
"Fídíò, ,Bíbọ Ajé máaa ń mú kí ènìyàn gbèrú lẹ́nu iṣẹ́ àti okoòwò,, Duration 5,45","Wọ́n ni pe tí a bá bi ọmọ tuntun, kò sí kí a má bọ Ajé fún un kó le ní láárí"
"Fídíò, ,Nítòótọ́ àfọ́jú ni mí sùgbọ́n kò sí mọ́tò tí mi ò le ṣe nítorí iṣẹ́ tí mo kọ́ láti ilẹ̀ ni,, Duration 5,37",Samule Sobakin akọ́sẹ́mọsẹ́ atun ọkọ̀ se gbalejo BBC o sọ̀rs ilẹ̀ kun lori irinajo aye rẹ́.
,
,
,
,
,
,
,
,
"Fídíò, ,Nítòótọ́ àfọ́jú ni mí sùgbọ́n kò sí mọ́tò tí mi ò le ṣe nítorí iṣẹ́ tí mo kọ́ láti ilẹ̀ ni,, Duration 5,37",Samule Sobakin akọ́sẹ́mọsẹ́ atun ọkọ̀ se gbalejo BBC o sọ̀rs ilẹ̀ kun lori irinajo aye rẹ́.
"Fídíò, ,Láì lo Kakulétọ̀, mo ní ọpọlọ ìṣirò, tábìlì ìṣirò wà lórí mi - Human Calculator,, Duration 3,01","Jolaade Tela, salaye fun BBC Yoruba pe ọmọ ọdun mẹjọ ni oun wa, ti ìsọdipúpọ̀ fi rọ̀ oun lọ́rùn."
,
,
,
,
,
,
,
,
"Fídíò, ,Láì lo Kakulétọ̀, mo ní ọpọlọ ìṣirò, tábìlì ìṣirò wà lórí mi - Human Calculator,, Duration 3,01","Jolaade Tela, salaye fun BBC Yoruba pe ọmọ ọdun mẹjọ ni oun wa, ti ìsọdipúpọ̀ fi rọ̀ oun lọ́rùn."
"Fídíò, ,Wo ohun tó fa ìjà Ukraine àti Russia pẹ̀lú bí o se kàn ọ́ báyìí,, Duration 4,13","ìkọlù Russia sí Ukraine mú àlékún bá iye owó oúnjẹ, gáàsì ìdáná, ọkọ̀ ìrìnnà, léyìí tó túmọ̀ sí pé nǹkan le wọ́n sí i lọ́jà."
,
,
,
,
,
,
,
,
"Fídíò, ,Wo ohun tó fa ìjà Ukraine àti Russia pẹ̀lú bí o se kàn ọ́ báyìí,, Duration 4,13","ìkọlù Russia sí Ukraine mú àlékún bá iye owó oúnjẹ, gáàsì ìdáná, ọkọ̀ ìrìnnà, léyìí tó túmọ̀ sí pé nǹkan le wọ́n sí i lọ́jà."
"Fídíò, ,Lẹ́yìn tí mo gba N5,000 ní owó osù àkọ́kọ́ ni mo fi isẹ́ agbẹjọ́rò sílẹ̀ lọ bẹ̀rẹ̀ àwàdà- McLively,, Duration 6,29","BBC gbalejo aderiposonu MC Lively, o sọ bi irinajo rẹ̀ se bẹ̀rẹ̀ ki ori to fà á soke."
,
,
,
,
,
,
,
,
"Fídíò, ,Lẹ́yìn tí mo gba N5,000 ní owó osù àkọ́kọ́ ni mo fi isẹ́ agbẹjọ́rò sílẹ̀ lọ bẹ̀rẹ̀ àwàdà- McLively,, Duration 6,29","BBC gbalejo aderiposonu MC Lively, o sọ bi irinajo rẹ̀ se bẹ̀rẹ̀ ki ori to fà á soke."
"Fídíò, ,A kò tíì mọ ẹgbẹ́ òṣèlú tí a máa bá lọ sùgbọ́n a ti mọ̀ àwọn méjì tí a kò fẹ́- Khadijat Okunnu-Lamidi,, Duration 6,28",Khadijat Okunnu Lamidi sọ pe ile loun ti ba oṣelu ati pe iyipada gbọdọ wa nipa ṣiṣe oṣelu ni Naijiria.
,
,
,
,
,
,
,
,
"Fídíò, ,A kò tíì mọ ẹgbẹ́ òṣèlú tí a máa bá lọ sùgbọ́n a ti mọ̀ àwọn méjì tí a kò fẹ́- Khadijat Okunnu-Lamidi,, Duration 6,28",Khadijat Okunnu Lamidi sọ pe ile loun ti ba oṣelu ati pe iyipada gbọdọ wa nipa ṣiṣe oṣelu ni Naijiria.
"Fídíò, ,Sé òtítọ́ ni pé Aarẹ Ona Kakanfo ilẹ̀ Yorùbá kìi pẹ́ láyé?,, Duration 1,22","Aarẹ Ona Kakanfo so wi pe ko si ẹni ti ko ni ku, sugbọn ẹni ba maa pẹ laye maa ra aye gbe ni."
,
,
,
,
,
,
,
,
"Fídíò, ,Sé òtítọ́ ni pé Aarẹ Ona Kakanfo ilẹ̀ Yorùbá kìi pẹ́ láyé?,, Duration 1,22","Aarẹ Ona Kakanfo so wi pe ko si ẹni ti ko ni ku, sugbọn ẹni ba maa pẹ laye maa ra aye gbe ni."
"Fídíò, ,Àwọn òbí àti àbúrò mi kò le sọ̀rọ̀, ẹ̀mi nìkan ni mo lè sọ̀rọ̀ nínú ìdílé wa - Ifeoluwa,, Duration 6,35","Nínú ìdílé yìí, odi àti adití ni ọkọ àti ìyàwó, méjì nínú ọmọ mẹ́ta tí wọ́n bí sì tún ya odi pẹ̀lú."
,
,
,
,
,
,
,
,
"Fídíò, ,Àwọn òbí àti àbúrò mi kò le sọ̀rọ̀, ẹ̀mi nìkan ni mo lè sọ̀rọ̀ nínú ìdílé wa - Ifeoluwa,, Duration 6,35","Nínú ìdílé yìí, odi àti adití ni ọkọ àti ìyàwó, méjì nínú ọmọ mẹ́ta tí wọ́n bí sì tún ya odi pẹ̀lú."
,
,
,
"Bàbá Adesola Adedeji, ọ̀kan lára àwọn afurasí méje ń fẹ́ rọ́pò ọmọ rẹ̀ nínú ìgbẹ́jọ́ ikú Timothy Adegoke",Adájọ́ Adepele Ojo sún ìgbẹ́jọ́ náà lẹ́yìn tó ní kí wọn fi àwọn afurasí náà sí ọgbà ẹ̀wọ̀n tó wà ní ìlú Ilesa.
"Bàbá Adesola Adedeji, ọ̀kan lára àwọn afurasí méje ń fẹ́ rọ́pò ọmọ rẹ̀ nínú ìgbẹ́jọ́ ikú Timothy Adegoke",Adájọ́ Adepele Ojo sún ìgbẹ́jọ́ náà lẹ́yìn tó ní kí wọn fi àwọn afurasí náà sí ọgbà ẹ̀wọ̀n tó wà ní ìlú Ilesa.
,
,
,
,
,
,
Lẹ́yìn ọdún mẹ́tàlá ìjọba àpapọ̀ yan ìgbímọ̀ ẹlẹ́ni méje míì láti jíròrò pẹ̀lú ASUU lórí àdéhùn 2009,"Mínísítà fún ètò ẹ̀kọ́, Mallam Adamu Adamu tó ṣàgbékalẹ̀ ìgbìmọ̀ yìí ní ó jẹ́ ọ̀nà láti wá wọ̀rọ̀kọ̀ fi ṣàdá lórí ìfaǹfà tó ń wáyé láàárín ASUU àti ìjọba àpapọ̀."
,
,
,
,
,
,
Lẹ́yìn ọdún mẹ́tàlá ìjọba àpapọ̀ yan ìgbímọ̀ ẹlẹ́ni méje míì láti jíròrò pẹ̀lú ASUU lórí àdéhùn 2009,"Mínísítà fún ètò ẹ̀kọ́, Mallam Adamu Adamu tó ṣàgbékalẹ̀ ìgbìmọ̀ yìí ní ó jẹ́ ọ̀nà láti wá wọ̀rọ̀kọ̀ fi ṣàdá lórí ìfaǹfà tó ń wáyé láàárín ASUU àti ìjọba àpapọ̀."
Ṣé lóòtọ́ ni Sunday Igboho ti gba ìtúsílẹ̀ nínú ọgbà ẹ̀wọ̀n Benin Republic?,Ninu atẹjade kan lori ayelujara lo ti sọ ọrọ naa.
,
,
,
,
,
,
Ṣé lóòtọ́ ni Sunday Igboho ti gba ìtúsílẹ̀ nínú ọgbà ẹ̀wọ̀n Benin Republic?,Ninu atẹjade kan lori ayelujara lo ti sọ ọrọ naa.
Ilé ẹjọ́ fi Rahman Adedoyin pamọ́ sí ọgbà ẹ̀wọ̀n bí ìgbẹ́jọ́ ikú Timothy Adegoke ṣe bẹ̀rẹ̀ l'Osun,"Ìgbẹ́jọ́ Ramon Adedoyin tó ni ìtura Hilton, Ilé Ifẹ̀ àti àwọn afurasí mẹ́fa mìíràn tó ń kojú ẹ̀sùn níní ọ́wọ́ nínú ikú Timothy Adegoke tó kú sí ilé ìtura náà ń tẹ̀síwájú lónìí."
,
,
,
,
,
,
Ilé ẹjọ́ fi Rahman Adedoyin pamọ́ sí ọgbà ẹ̀wọ̀n bí ìgbẹ́jọ́ ikú Timothy Adegoke ṣe bẹ̀rẹ̀ l'Osun,"Ìgbẹ́jọ́ Ramon Adedoyin tó ni ìtura Hilton, Ilé Ifẹ̀ àti àwọn afurasí mẹ́fa mìíràn tó ń kojú ẹ̀sùn níní ọ́wọ́ nínú ikú Timothy Adegoke tó kú sí ilé ìtura náà ń tẹ̀síwájú lónìí."
"MC Oluomo, ilá rẹ fẹ́ máa ga ju onírè lọ - NURTW",Awọn alaṣẹ apapọ ẹgbẹ NURTW ni tọọgi ni MC Oluọmọ n ran sawọn alatako rẹ l' Eko
,
,
,
,
,
,
"MC Oluomo, ilá rẹ fẹ́ máa ga ju onírè lọ - NURTW",Awọn alaṣẹ apapọ ẹgbẹ NURTW ni tọọgi ni MC Oluọmọ n ran sawọn alatako rẹ l' Eko
Ọmọ ọdún 15 tí wọ́n fẹ̀sùn kàn pé ó bá ọmọ ọdún mẹ́jọ lòpọ̀ fojú balé ẹjọ́ l'Eko,"Ọlọpaa to n ṣe ẹjọ ọhun ṣalaye fun ile ẹjọ naa pe afurasi wu iwa ọdanran naa ni adugbo Oladejo, ni Araromi, Badagry, nipinlẹ Eko."
,
,
,
,
,
,
Ọmọ ọdún 15 tí wọ́n fẹ̀sùn kàn pé ó bá ọmọ ọdún mẹ́jọ lòpọ̀ fojú balé ẹjọ́ l'Eko,"Ọlọpaa to n ṣe ẹjọ ọhun ṣalaye fun ile ẹjọ naa pe afurasi wu iwa ọdanran naa ni adugbo Oladejo, ni Araromi, Badagry, nipinlẹ Eko."
Ìdí tí mi ò fi kópa níbi ìpàdé ìpẹ̀tùsááwọ̀ láàárín èmi àti Aregbesola nìyìí – Tinubu,"Tinubu ní wọn kò pé òun sí ìpàdé ìpẹ̀tùsááwọ̀ láàárín òun àti Mínísítà fọ́rọ̀ abẹ́lé, Rauf Aregbesola."
,
,
,
,
,
,
Ìdí tí mi ò fi kópa níbi ìpàdé ìpẹ̀tùsááwọ̀ láàárín èmi àti Aregbesola nìyìí – Tinubu,"Tinubu ní wọn kò pé òun sí ìpàdé ìpẹ̀tùsááwọ̀ láàárín òun àti Mínísítà fọ́rọ̀ abẹ́lé, Rauf Aregbesola."
"NÍ YÀJÓYÀJÓ ,Ọmọ ogun Russia bíi 500 ló ti bá ogun lọ ní Ukraine","Ileesẹ iroyin kan ni Ruissia jabọ pe ẹẹdẹgbẹta din meji (498) ọmọ ogun ilẹ naa lo ti ba ogun naa lọ, nigba ti awọn 1,597 ti farapa loju ogun."
,
,
,
,
,
,
"NÍ YÀJÓYÀJÓ ,Ọmọ ogun Russia bíi 500 ló ti bá ogun lọ ní Ukraine","Ileesẹ iroyin kan ni Ruissia jabọ pe ẹẹdẹgbẹta din meji (498) ọmọ ogun ilẹ naa lo ti ba ogun naa lọ, nigba ti awọn 1,597 ti farapa loju ogun."
Kíni ó wà nínú lẹ́tà tí ọkùnrin tí wọ́n bá òkú rẹ̀ pẹ̀lú obìnrin kan nínú mọ́tò kọ sí aya rẹ̀?,Iroyin to gbode kan ni pe wọ́n ba oku ololufe meji ninu ọkọ̀ Sienna kan ni agbegbe Mowe - Ibafo ni ipinle Ogun.
,
,
,
,
,
,
