sport,item
Àṣírí ńlá tó ń bẹ láàrín Alaafin àtàwọn onílù rẹ̀ rèé,"Alaafin ni o yẹ ki awọn ọmọ ilẹ Yoruba ṣe ara wọn ni oṣuṣu ọwọ gẹgẹ bi ọmọ iya kan , ki wọn ma si jẹ ki oṣelu pin wọn niya."
,
,
,
,
,
,
Àṣírí ńlá tó ń bẹ láàrín Alaafin àtàwọn onílù rẹ̀ rèé,"Alaafin ni o yẹ ki awọn ọmọ ilẹ Yoruba ṣe ara wọn ni oṣuṣu ọwọ gẹgẹ bi ọmọ iya kan , ki wọn ma si jẹ ki oṣelu pin wọn niya."
"NÍ YÀJÓYÀJÓ ,Ikọlù Russia sí Ukraine kò ní wa s'ópin àyàfi tí NATO bá jáwọ́ ìdúnkokò",Aṣoju ilẹ naa sọ pe gbogbo nkan n lọ leto leto ati pe gbogbo ileri tawọn ṣe ni yoo di imuṣẹ.
,
,
,
,
,
,
"NÍ YÀJÓYÀJÓ ,Ikọlù Russia sí Ukraine kò ní wa s'ópin àyàfi tí NATO bá jáwọ́ ìdúnkokò",Aṣoju ilẹ naa sọ pe gbogbo nkan n lọ leto leto ati pe gbogbo ileri tawọn ṣe ni yoo di imuṣẹ.
"Àtẹ Àwòrán, ,Nínú àwòràn, wo ìgbà ayé Aláafin Oyo, Ọba Lamidi Adeyemi kẹta tó lọ bá àwọn Baba Ńlá rẹ̀",Mọ̀ síí nipa bi Kabiesi Adeyemi se dàgbà ninu aworan nibi.
,
,
,
,
,
,
,
,
"Àtẹ Àwòrán, ,Nínú àwòràn, wo ìgbà ayé Aláafin Oyo, Ọba Lamidi Adeyemi kẹta tó lọ bá àwọn Baba Ńlá rẹ̀",Mọ̀ síí nipa bi Kabiesi Adeyemi se dàgbà ninu aworan nibi.
Ta ni Yorùbá ń pè ní Abọ́bakú?,"Ṣe Abọbaku yoo wa fun Ọba Lamidi Adeyẹmi kẹta, Alaafin ti ilu Ọyọ to waja ni ibeere to gba ẹnu ọpọ kan."
,
,
,
,
,
,
Ta ni Yorùbá ń pè ní Abọ́bakú?,"Ṣe Abọbaku yoo wa fun Ọba Lamidi Adeyẹmi kẹta, Alaafin ti ilu Ọyọ to waja ni ibeere to gba ẹnu ọpọ kan."
,
,
,
Ìdí tí Osinbajo fi ṣèbẹ̀wò sí Olubadan àti ohun tí wọ́n sọ rèé,Ọba alade naa si ti gbadura fun igbakeji aarẹ Yemi Osinbajo.
Ìdí tí Osinbajo fi ṣèbẹ̀wò sí Olubadan àti ohun tí wọ́n sọ rèé,Ọba alade naa si ti gbadura fun igbakeji aarẹ Yemi Osinbajo.
,
,
,
,
,
,
“Àìníṣẹ́ lọ́wọ́ ló mú mi pokùnso”,"Agbẹnusọ ọlọ́pàá Kwara ní nígbà tí àwọn fi ọ̀rọ̀ wá Olayinka lẹ́nu wò lórí ìdí tó fi gbèrò láti gba ẹ̀mí ara rẹ̀, Olayinka ṣàlàyé wí pé ayé ti sú òun ni."
,
,
,
,
,
,
“Àìníṣẹ́ lọ́wọ́ ló mú mi pokùnso”,"Agbẹnusọ ọlọ́pàá Kwara ní nígbà tí àwọn fi ọ̀rọ̀ wá Olayinka lẹ́nu wò lórí ìdí tó fi gbèrò láti gba ẹ̀mí ara rẹ̀, Olayinka ṣàlàyé wí pé ayé ti sú òun ni."
"Ààrẹ Buhari, Ooni Ile Ife, Obasanjo kẹ́dùn Alaafin Oyo tó wàjà",Ni owurọ ọjọ Abamẹta ni iroyin iku Alaafin Lamidi Adeyẹmi Kẹta lu si igboro.
,
,
,
,
,
,
"Ààrẹ Buhari, Ooni Ile Ife, Obasanjo kẹ́dùn Alaafin Oyo tó wàjà",Ni owurọ ọjọ Abamẹta ni iroyin iku Alaafin Lamidi Adeyẹmi Kẹta lu si igboro.
Wo bí àwọn Alfa ṣe kírun sí Aláàfin lára àti ètò tó kàn láti gbé e wọ káà ilẹ̀,Àbẹ̀wò sínú ìlú náà ṣàfihàn pé gbogbo inú ìlú dá páropáro tí àwọn ọjà náà kò sì kún tààrà gẹ́gẹ́ bí ó ṣe máa ń wáyé lọ́jọ́ lásán.
,
,
,
,
,
,
Wo bí àwọn Alfa ṣe kírun sí Aláàfin lára àti ètò tó kàn láti gbé e wọ káà ilẹ̀,Àbẹ̀wò sínú ìlú náà ṣàfihàn pé gbogbo inú ìlú dá páropáro tí àwọn ọjà náà kò sì kún tààrà gẹ́gẹ́ bí ó ṣe máa ń wáyé lọ́jọ́ lásán.
Ìjọba ìpínlẹ̀ Eko ṣí gbogbo ẹ̀ka ilé ẹ̀kọ́ Chrisland padà,ìjọba ní àwọn kò fẹ́ kí àwọn akẹ́kọ̀ọ́ yòókù pàdánù ẹ̀kọ́ wọn ní kété tí sáà tuntun bá bẹ̀rẹ̀ lọ́jọ́ Ajé.
,
,
,
,
,
,
Ìjọba ìpínlẹ̀ Eko ṣí gbogbo ẹ̀ka ilé ẹ̀kọ́ Chrisland padà,ìjọba ní àwọn kò fẹ́ kí àwọn akẹ́kọ̀ọ́ yòókù pàdánù ẹ̀kọ́ wọn ní kété tí sáà tuntun bá bẹ̀rẹ̀ lọ́jọ́ Ajé.
"Wo àwọn ǹkan tí o kò mọ̀ nípa Ọba Lamidi Adeyẹmi, òṣìṣẹ́ adójútòfò àti Abẹ̀ṣẹ́kùbíòjò tó wàjà","Oniruuru aworan manigbagbe, awopada sẹyin ree nipa Alaafin, Ọba Lamidi Ọlayiwọla Adeyẹmi kẹta, pẹlu àwọn itan to rọ mọ."
,
,
,
,
,
,
"Wo àwọn ǹkan tí o kò mọ̀ nípa Ọba Lamidi Adeyẹmi, òṣìṣẹ́ adójútòfò àti Abẹ̀ṣẹ́kùbíòjò tó wàjà","Oniruuru aworan manigbagbe, awopada sẹyin ree nipa Alaafin, Ọba Lamidi Ọlayiwọla Adeyẹmi kẹta, pẹlu àwọn itan to rọ mọ."
Kéte ti Baba dákẹ́ ni àṣà àti ìṣẹ̀ṣe ti bẹ̀rẹ̀ l'Áàfin - Ẹ wo ẹ̀kúnrẹ́rẹ́ ohun tó ń ṣẹlẹ̀ ní Aafin Oyo,"Iroyin naa bẹrẹ si ni fo ni oru mojumọ yii. BBC Yorùbá ti wádìí rẹ̀, àbọ̀ rèé."
,
,
,
,
,
,
Kéte ti Baba dákẹ́ ni àṣà àti ìṣẹ̀ṣe ti bẹ̀rẹ̀ l'Áàfin - Ẹ wo ẹ̀kúnrẹ́rẹ́ ohun tó ń ṣẹlẹ̀ ní Aafin Oyo,"Iroyin naa bẹrẹ si ni fo ni oru mojumọ yii. BBC Yorùbá ti wádìí rẹ̀, àbọ̀ rèé."
"Fayose kìí bá wọn jẹ ìjẹkújẹ, bí Aisha Buhari bá fẹ́ fún èèyàn l'Oúnjẹ ko wá aláìní lọ",Oriṣi iriwisi lo ti n tẹle ọrọ ti iyawo aarẹ sọ pe ki awọn oludije ipo aarẹ Naijiria wa si apejẹ Iftar lọdọ ohun.
,
,
,
,
,
,
"Fayose kìí bá wọn jẹ ìjẹkújẹ, bí Aisha Buhari bá fẹ́ fún èèyàn l'Oúnjẹ ko wá aláìní lọ",Oriṣi iriwisi lo ti n tẹle ọrọ ti iyawo aarẹ sọ pe ki awọn oludije ipo aarẹ Naijiria wa si apejẹ Iftar lọdọ ohun.
"Àlè kun abilékọ bíi ẹran ọ̀yà láti fi ṣe òògùn owó, ọ̀rọ̀ bẹ́yìn yọ","Betty aya Akeredolu ti san gbogbo owo to yẹ fun itọju obinrin naa, ko le tete ri itọju to peye gba."
,
,
,
,
,
,
"Àlè kun abilékọ bíi ẹran ọ̀yà láti fi ṣe òògùn owó, ọ̀rọ̀ bẹ́yìn yọ","Betty aya Akeredolu ti san gbogbo owo to yẹ fun itọju obinrin naa, ko le tete ri itọju to peye gba."
Ẹ wo ọ̀pọ̀ ìgbà tí àwọn òṣèré fíìmù Yorùbá ti gbé àwọn olólùfẹ́ wọn ní ‘handicap',Igba akọkọ kọ niyi ti awọn oṣere tabi ilumọọka yoo maa hu iru iwa bayii eleyi ti n ko ọkan awọn ololufe wọn soke.
,
,
,
,
,
,
Ẹ wo ọ̀pọ̀ ìgbà tí àwọn òṣèré fíìmù Yorùbá ti gbé àwọn olólùfẹ́ wọn ní ‘handicap',Igba akọkọ kọ niyi ti awọn oṣere tabi ilumọọka yoo maa hu iru iwa bayii eleyi ti n ko ọkan awọn ololufe wọn soke.
,
,
,
"Láì tíì pé ọ̀sẹ̀ kan tó kéde akọ́nimọ̀ọ́gbá tuntun, Man U tún jẹ àjẹranjú ìyà lọ́wọ́ Arsenal pẹ̀lú góòlù Mẹ́ta sí ẹyọkan",Nuno Tavares lo kọkọ ṣide ojo goolu to rọ fun Arsenal nigba ti ifẹsẹwọnsẹ naa wọ iṣẹju naa wọ iṣẹju kẹta.
,
,
,
,
,
,
"Láì tíì pé ọ̀sẹ̀ kan tó kéde akọ́nimọ̀ọ́gbá tuntun, Man U tún jẹ àjẹranjú ìyà lọ́wọ́ Arsenal pẹ̀lú góòlù Mẹ́ta sí ẹyọkan",Nuno Tavares lo kọkọ ṣide ojo goolu to rọ fun Arsenal nigba ti ifẹsẹwọnsẹ naa wọ iṣẹju naa wọ iṣẹju kẹta.
Àwọn olùwòran fàbínú yọ bí Super Eagles ṣe já kulẹ̀ láti lọ sí ìdíje ife ẹ̀yẹ àgbáyé,Ifẹsẹwọnsẹ Nàìjíríà àti Ghana gbá abala kejì ìfẹsẹ̀wọnsẹ̀ wọn ní pápá ìṣeré Moshood Abiola ní Abuja.
,
,
,
,
,
,
Àwọn olùwòran fàbínú yọ bí Super Eagles ṣe já kulẹ̀ láti lọ sí ìdíje ife ẹ̀yẹ àgbáyé,Ifẹsẹwọnsẹ Nàìjíríà àti Ghana gbá abala kejì ìfẹsẹ̀wọnsẹ̀ wọn ní pápá ìṣeré Moshood Abiola ní Abuja.
Ghana sọ ìrètí Naijiria láti kópa ní World Cup 2022 di òfo pẹ̀lú 1-1,Wo awọn nkan ti yoo mu ki ẹnikan ninu Ghana ati Naijiria di aṣoju Africa ni idije ife agbaye ti yoo waye ni Qatar.
,
,
,
,
,
,
Ghana sọ ìrètí Naijiria láti kópa ní World Cup 2022 di òfo pẹ̀lú 1-1,Wo awọn nkan ti yoo mu ki ẹnikan ninu Ghana ati Naijiria di aṣoju Africa ni idije ife agbaye ti yoo waye ni Qatar.
FIFA pàṣẹ pé Russia kò gbọdọ̀ díje pẹ̀lú àṣíá orílẹ̀èdè rẹ̀,Igbesẹ ti FIFA gbe yi n waye pẹlu bi Russia ṣe ṣigun wọ Ukraine lọjọ diẹ sẹyin.
,
,
,
,
,
,
FIFA pàṣẹ pé Russia kò gbọdọ̀ díje pẹ̀lú àṣíá orílẹ̀èdè rẹ̀,Igbesẹ ti FIFA gbe yi n waye pẹlu bi Russia ṣe ṣigun wọ Ukraine lọjọ diẹ sẹyin.
,
,
,
"Fídíò, ,'Wàláhì láàrín ọdún kan péré tí mo bá dé Aso Rock, ẹ wo ǹkan tí yóò yí bírí ní Nàìjíríà',, Duration 6,31",Dokita Sheikh Afeez Akinola ni oun fẹ ki gbogbo eniyan kan lọ gbadura sii boya oun ni Ọlọrun fẹ tabi oun kọ.
"Fídíò, ,'Wàláhì láàrín ọdún kan péré tí mo bá dé Aso Rock, ẹ wo ǹkan tí yóò yí bírí ní Nàìjíríà',, Duration 6,31",Dokita Sheikh Afeez Akinola ni oun fẹ ki gbogbo eniyan kan lọ gbadura sii boya oun ni Ọlọrun fẹ tabi oun kọ.
,
,
,
,
,
,
,
,
Wo bí o ṣe lè so fóònù rẹ pọ̀ mọ́ àwọn ǹkan tí ọmọ rẹ ń wò lórí fóònù rẹ̀,"Onimọ nipa awọn ọmọde, Dr Maymunah Kadiri ti sọ bi awọn obi ṣe le ṣamojuto ọmọ wọn ati ẹrọ ilewọ wọn lori ẹrọ ayelujara."
,
,
,
,
,
,
Wo bí o ṣe lè so fóònù rẹ pọ̀ mọ́ àwọn ǹkan tí ọmọ rẹ ń wò lórí fóònù rẹ̀,"Onimọ nipa awọn ọmọde, Dr Maymunah Kadiri ti sọ bi awọn obi ṣe le ṣamojuto ọmọ wọn ati ẹrọ ilewọ wọn lori ẹrọ ayelujara."
"Fídíò, ,'Wọ́n jí pè mi pé ọmọ mi bímọ-dákú àmọ́ bí mo ṣe débẹ̀, àt'òkú ọmọ mi, àt'òkú ọmọ rẹ̀ ni mo bá ní Mọ́ṣúárì',, Duration 8,32",Iyalẹnu lo jẹ fun iya Itunu to ni oun ri apa lara ọmọ rẹ nigba to wa ki i ninu oṣu kejila to rii pe ọkọ rẹ ti n na a.
,
,
,
,
,
,
,
,
"Fídíò, ,'Wọ́n jí pè mi pé ọmọ mi bímọ-dákú àmọ́ bí mo ṣe débẹ̀, àt'òkú ọmọ mi, àt'òkú ọmọ rẹ̀ ni mo bá ní Mọ́ṣúárì',, Duration 8,32",Iyalẹnu lo jẹ fun iya Itunu to ni oun ri apa lara ọmọ rẹ nigba to wa ki i ninu oṣu kejila to rii pe ọkọ rẹ ti n na a.
"Fídíò, ,Mo rí ìpèníjà lórí eré oníjó láti ọ̀dọ̀ Krìsítẹ́nì aláṣọ funfun àti àwọn Mùsùlùmí - Alfa Sule,, Duration 12,00","Nigba to n ba BBC Yoruba sọrọ lori bo se bẹrẹ ere onijo naa, Adewole ni lara akẹkọ ọmọ kekere kan ni imisi naa ti wa."
,
,
,
,
,
,
,
,
"Fídíò, ,Mo rí ìpèníjà lórí eré oníjó láti ọ̀dọ̀ Krìsítẹ́nì aláṣọ funfun àti àwọn Mùsùlùmí - Alfa Sule,, Duration 12,00","Nigba to n ba BBC Yoruba sọrọ lori bo se bẹrẹ ere onijo naa, Adewole ni lara akẹkọ ọmọ kekere kan ni imisi naa ti wa."
"Fídíò, ,Bí Jesu kò bá jíǹde, asán ni ìgbàgbọ́ Krìstẹ́ní kò bá jẹ́ - Olórí ìjọ Celestial lágbàyéé,, Duration 2,41",Ẹni ọwọ Akande Adeogun ni asọtẹlẹ saaju iku ati ajinde Jesu Kristi gẹgẹbi Olugbala araye ni idi pataki ti Kristiẹni fi le fi ọwọ sọya pe ijọba ayeraye wa.
,
,
,
,
,
,
,
,
"Fídíò, ,Bí Jesu kò bá jíǹde, asán ni ìgbàgbọ́ Krìstẹ́ní kò bá jẹ́ - Olórí ìjọ Celestial lágbàyéé,, Duration 2,41",Ẹni ọwọ Akande Adeogun ni asọtẹlẹ saaju iku ati ajinde Jesu Kristi gẹgẹbi Olugbala araye ni idi pataki ti Kristiẹni fi le fi ọwọ sọya pe ijọba ayeraye wa.
"Fídíò, ,""Aṣọ ni mo fẹ́ máa tà tẹ́lẹ̀, ọkọ́ mi ló ní kí ń kọ́ iṣẹ́ Káfíńtà àmọ́ ń kò kábàmọ́ọ̀"",, Duration 4,29",BBC Yoruba ba obinrin kan to n sisẹ Kafinta sọrọ nipa ohun to gbe de idi idẹ naa pẹlu atilẹyin to ri gba lati ọdọ ọkọ rẹ.
,
,
,
,
,
,
,
,
"Fídíò, ,""Aṣọ ni mo fẹ́ máa tà tẹ́lẹ̀, ọkọ́ mi ló ní kí ń kọ́ iṣẹ́ Káfíńtà àmọ́ ń kò kábàmọ́ọ̀"",, Duration 4,29",BBC Yoruba ba obinrin kan to n sisẹ Kafinta sọrọ nipa ohun to gbe de idi idẹ naa pẹlu atilẹyin to ri gba lati ọdọ ọkọ rẹ.
"Fídíò, ,""Mọ́tò àjọ KAI l‘Eko ló tẹ́ mi lẹ́sẹ̀ fọ́, ìyà ń jẹ́ mí, ebi ń pa mí, wọn kò wẹ́yìn mi wò"",, Duration 7,55",BBC Yoruba kan si ajọ KAI lati mọ idi to fi pa Oluyemisi Orisabiyi ti lai tọju rẹ lẹyin ijamba naa àmọ́ a gbọ pe ìjọba ti fọwọsi ẹgbẹrun lọna ẹẹdẹgbẹta naira fun itọju baba naa.
,
,
,
,
,
,
,
,
"Fídíò, ,""Mọ́tò àjọ KAI l‘Eko ló tẹ́ mi lẹ́sẹ̀ fọ́, ìyà ń jẹ́ mí, ebi ń pa mí, wọn kò wẹ́yìn mi wò"",, Duration 7,55",BBC Yoruba kan si ajọ KAI lati mọ idi to fi pa Oluyemisi Orisabiyi ti lai tọju rẹ lẹyin ijamba naa àmọ́ a gbọ pe ìjọba ti fọwọsi ẹgbẹrun lọna ẹẹdẹgbẹta naira fun itọju baba naa.
"Fídíò, ,Mo rọ̀ lápá àti ẹsẹ̀ lẹ́yìn tí mo lá àlá pé àgbébọ̀ adìẹ sá mi jẹ lójú oorun,, Duration 6,37","Abisola Odebode ni awọn obi oun sọ fun oun pe oun rin lati ọmọ osu mẹwa titi di ọmọ ọdun mẹta, ki ipenija ẹsẹ to wọle tọ oun wa."
,
,
,
,
,
,
,
,
"Fídíò, ,Mo rọ̀ lápá àti ẹsẹ̀ lẹ́yìn tí mo lá àlá pé àgbébọ̀ adìẹ sá mi jẹ lójú oorun,, Duration 6,37","Abisola Odebode ni awọn obi oun sọ fun oun pe oun rin lati ọmọ osu mẹwa titi di ọmọ ọdun mẹta, ki ipenija ẹsẹ to wọle tọ oun wa."
"Fídíò, ,Agbẹjọ́rò mi ní Cotonou ṣe ọmọlúàbí, bí mo ṣe ń bínú, ló ṣe sùúrù pẹ̀lú mi - Sunday Igboho,, Duration 9,49","Sunday Igboho ni bi Naijiria ba ri bi orilẹede Benin ni, oun ko ni jade sita pe oun n jija gbara fun ominira Yoruba."
,
,
,
,
,
,
,
,
"Fídíò, ,Agbẹjọ́rò mi ní Cotonou ṣe ọmọlúàbí, bí mo ṣe ń bínú, ló ṣe sùúrù pẹ̀lú mi - Sunday Igboho,, Duration 9,49","Sunday Igboho ni bi Naijiria ba ri bi orilẹede Benin ni, oun ko ni jade sita pe oun n jija gbara fun ominira Yoruba."
"Fídíò, ,'Mo kọ́kọ́ máa ń ro Amala mi fáwọn ọ̀rẹ́ wa lọ́fẹ̀ẹ́ l'Amẹ́ríkà kí ojú mi tó ṣí tó wá ń já owó gidi fún mi báyìí',, Duration 3,59",Olasimbo ṣalaye bi o ṣe maa se oriṣiriṣi ounjẹ ilẹ Afirika to fi n tọ́ awọn eeyan lẹnu wo ni oniruuru ayẹyẹ nilẹ Amẹrika.
,
,
,
,
,
,
,
,
"Fídíò, ,'Mo kọ́kọ́ máa ń ro Amala mi fáwọn ọ̀rẹ́ wa lọ́fẹ̀ẹ́ l'Amẹ́ríkà kí ojú mi tó ṣí tó wá ń já owó gidi fún mi báyìí',, Duration 3,59",Olasimbo ṣalaye bi o ṣe maa se oriṣiriṣi ounjẹ ilẹ Afirika to fi n tọ́ awọn eeyan lẹnu wo ni oniruuru ayẹyẹ nilẹ Amẹrika.
,
,
,
"Ọ̀wọ́ngógó oúnjẹ yóò wà ní Nàìjíríà, àtàwọn orílẹ̀èdè míràn wọ ọdún 2023 - IMF","IMF ṣalaye pe nitori ipa odi ti ikọlu Russia si Ukraine ni lori ikore lẹka eto ọgbin lọdun 2022 bayii, ọwọja ọwọngogo ounjẹ yoo waye wọ ọdun 2023."
"Ọ̀wọ́ngógó oúnjẹ yóò wà ní Nàìjíríà, àtàwọn orílẹ̀èdè míràn wọ ọdún 2023 - IMF","IMF ṣalaye pe nitori ipa odi ti ikọlu Russia si Ukraine ni lori ikore lẹka eto ọgbin lọdun 2022 bayii, ọwọja ọwọngogo ounjẹ yoo waye wọ ọdun 2023."
,
,
,
,
,
,
$5.39 ni INEC yóò ná lórí olùdìbò kọ̀ọ̀kan lọ́dún 2023,INEC ni lara awọn ohun to ṣokunfa eyi naa ni bi iye awọn oludibo to forukọsilẹ lati dibo ṣe ti fo fẹrẹ kuro ni miliọnu mẹrinlelọgọrin to wa lọdun 2019 si nnkan bii ọgọrun miliọnu lọdun 2023.
,
,
,
,
,
,
$5.39 ni INEC yóò ná lórí olùdìbò kọ̀ọ̀kan lọ́dún 2023,INEC ni lara awọn ohun to ṣokunfa eyi naa ni bi iye awọn oludibo to forukọsilẹ lati dibo ṣe ti fo fẹrẹ kuro ni miliọnu mẹrinlelọgọrin to wa lọdun 2019 si nnkan bii ọgọrun miliọnu lọdun 2023.
"Tí mo bá dí ààrẹ, gbogbo àwọn agbébọn yóò pòórá tí wọ́n bá gbọ́ orúkọ mi - Nyesom Wike","Gomina ipinlẹ Rivers, Nyesom Wike ni lati oun yoo ri pe itẹsiwaju wa ni ẹka eto agbẹ, eto aabo, ati eto ọrọ aje ni Naijiria."
,
,
,
,
,
,
"Tí mo bá dí ààrẹ, gbogbo àwọn agbébọn yóò pòórá tí wọ́n bá gbọ́ orúkọ mi - Nyesom Wike","Gomina ipinlẹ Rivers, Nyesom Wike ni lati oun yoo ri pe itẹsiwaju wa ni ẹka eto agbẹ, eto aabo, ati eto ọrọ aje ni Naijiria."
"Wo àwọn ǹkan tí ẹ kò mọ̀ nípa gbajúgbajà olórin ẹ̀mí, Tope Alabi",O kere tan Tope Alabi ti kọ orin fun awọn fiimu agbelewo to fẹrẹ to irinwo ati eleyii to fun ara rẹ ṣe agbekalẹ orin naa.
,
,
,
,
,
,
"Wo àwọn ǹkan tí ẹ kò mọ̀ nípa gbajúgbajà olórin ẹ̀mí, Tope Alabi",O kere tan Tope Alabi ti kọ orin fun awọn fiimu agbelewo to fẹrẹ to irinwo ati eleyii to fun ara rẹ ṣe agbekalẹ orin naa.
Ọwọ́ ọlọ́pàá Ogun tẹ ọkùnrin ọgbọ̀n ọdún tó fi ipá ba obìnrin lò nínú ṣọ́ọ̀ṣì,"Agbẹnusọ ọlọpaa nipinlẹ Ogun, Abimbola Oyeyemi lo fi ọrọ naa lede."
,
,
,
,
,
,
Ọwọ́ ọlọ́pàá Ogun tẹ ọkùnrin ọgbọ̀n ọdún tó fi ipá ba obìnrin lò nínú ṣọ́ọ̀ṣì,"Agbẹnusọ ọlọpaa nipinlẹ Ogun, Abimbola Oyeyemi lo fi ọrọ naa lede."
"Fídíò, ,Oru tí olóríibú máa ń di olóríire ni ""Laylatul Qadr"", tóo bá bẹ Ọlọ́hun, orú agbára gidi ni - Akeugbagold,, Duration 6,51",Bakan naa lo mẹnu ba yiyan nọfila to si ni ki onikaluku mura si ẹsin ati ibaada lasiko Ramadan.
,
,
,
,
,
,
,
,
"Fídíò, ,Oru tí olóríibú máa ń di olóríire ni ""Laylatul Qadr"", tóo bá bẹ Ọlọ́hun, orú agbára gidi ni - Akeugbagold,, Duration 6,51",Bakan naa lo mẹnu ba yiyan nọfila to si ni ki onikaluku mura si ẹsin ati ibaada lasiko Ramadan.
"Erin wóó! Ààrẹ Kenya tẹ́lẹ̀, Kibaki jáde láyé lẹ́ni ọdun 90",Kibaki jẹ aarẹ laarin ọdun 2002 si ọdun 2012.
,
,
,
,
,
,
"Erin wóó! Ààrẹ Kenya tẹ́lẹ̀, Kibaki jáde láyé lẹ́ni ọdun 90",Kibaki jẹ aarẹ laarin ọdun 2002 si ọdun 2012.
Ìdásílẹ̀ ọlọ́pàá ìpínlẹ̀ ló le yanjú ìṣòro ètò ààbò tó mẹ́hẹ - Obasanjo,"Obasanjo daba yii lasiko to gbalejo awọn adari apapọ ẹgbẹ́ àwọn alaga ìjọba ibilẹ nigba kan, n'ilu Abeokuta."
,
,
,
,
,
,
Ìdásílẹ̀ ọlọ́pàá ìpínlẹ̀ ló le yanjú ìṣòro ètò ààbò tó mẹ́hẹ - Obasanjo,"Obasanjo daba yii lasiko to gbalejo awọn adari apapọ ẹgbẹ́ àwọn alaga ìjọba ibilẹ nigba kan, n'ilu Abeokuta."
"Mo tọrọ àforíjì lórí fídíò tí mo gbé jáde, tó ń mú àwọn èèyàn pè mí - Bukunmi Oluwashina",Fídíò náà ló ti wá mú kí ọ̀pọ̀lọpọ̀ àwọn olólùfẹ́ òṣèré náà bẹ̀rẹ̀ sí ní pèé lórí ẹ̀rọ ìbánisọ̀rọ̀ rẹ̀ láti ohun tó ṣẹlẹ̀ si ní pàtó.
,
,
,
,
,
,
"Mo tọrọ àforíjì lórí fídíò tí mo gbé jáde, tó ń mú àwọn èèyàn pè mí - Bukunmi Oluwashina",Fídíò náà ló ti wá mú kí ọ̀pọ̀lọpọ̀ àwọn olólùfẹ́ òṣèré náà bẹ̀rẹ̀ sí ní pèé lórí ẹ̀rọ ìbánisọ̀rọ̀ rẹ̀ láti ohun tó ṣẹlẹ̀ si ní pàtó.
"Ẹ̀yà Igbo ni ipò Ààrẹ kàn, tá a ba fẹ́ àlàáfíà àti àìṣègbè - Adebanjo","Saaju ni àwọn eeyan kan n bu ẹnu ẹtẹ lu u, lẹyin to sọ ọrọ naa."
,
,
,
,
,
,
"Ẹ̀yà Igbo ni ipò Ààrẹ kàn, tá a ba fẹ́ àlàáfíà àti àìṣègbè - Adebanjo","Saaju ni àwọn eeyan kan n bu ẹnu ẹtẹ lu u, lẹyin to sọ ọrọ naa."
,
,
,
"Rádaràda lẹ̀yin olórin ẹ̀mí tẹ́ẹ̀ ń ṣí ara sílẹ̀, tún kó elégbè mẹ́rin kó máa túmọ̀ ọ̀rọ̀ onílù - Senwele Jesu","Ẹwẹ, olorin naa ni oun o bẹru ẹnikẹni to ba ni esi lati fọ pe ki wọn jade wa koju oun."
"Rádaràda lẹ̀yin olórin ẹ̀mí tẹ́ẹ̀ ń ṣí ara sílẹ̀, tún kó elégbè mẹ́rin kó máa túmọ̀ ọ̀rọ̀ onílù - Senwele Jesu","Ẹwẹ, olorin naa ni oun o bẹru ẹnikẹni to ba ni esi lati fọ pe ki wọn jade wa koju oun."
,
,
,
,
,
,
Wo iye tó o san to bá fẹ́ lọ sí Hajj ọdún yìí,"Alaga ajọ alalaaji NAHCON labẹ ijọba apapọ, Alhaji Zikrullahi Hassan lo sisọ loju ọrọ yii ni Ọjọbọ nibi ipade igbimọ alasẹ ajọ naa."
,
,
,
,
,
,
Wo iye tó o san to bá fẹ́ lọ sí Hajj ọdún yìí,"Alaga ajọ alalaaji NAHCON labẹ ijọba apapọ, Alhaji Zikrullahi Hassan lo sisọ loju ọrọ yii ni Ọjọbọ nibi ipade igbimọ alasẹ ajọ naa."
"Ṣé lóòtọ́ ni pé mo leè jẹ́ ''virgin"" kí ẹ̀jẹ̀ má sì yọ lálẹ́ ọjọ́ ìgbéyàwó? - Ìwádìí fìhàn","Ajọ Eleto Ilera ni Agbaye, WHO ni ọdun 2018 fi lede pe o ti di itapa si ẹtọ ọmọniyan lati ma a ṣe ayẹwo abale saaju igbeyawo."
,
,
,
,
,
,
"Ṣé lóòtọ́ ni pé mo leè jẹ́ ''virgin"" kí ẹ̀jẹ̀ má sì yọ lálẹ́ ọjọ́ ìgbéyàwó? - Ìwádìí fìhàn","Ajọ Eleto Ilera ni Agbaye, WHO ni ọdun 2018 fi lede pe o ti di itapa si ẹtọ ọmọniyan lati ma a ṣe ayẹwo abale saaju igbeyawo."
Ọ̀gá Àgbà Ọlọ́pàá sọ ìgbà tí wọ́n ó gbé ọkọ akọrin Osinachi tó dolóògbé lọ sí iléẹjọ́,"Ọjọ Kẹjọ, Oṣu Kẹrin, ọdun 2022 ni ariwo iku olorin ẹmi naa, Osinachi Nwachukwu sọ kaakiri ẹrọ ayelujara."
,
,
,
,
,
,
Ọ̀gá Àgbà Ọlọ́pàá sọ ìgbà tí wọ́n ó gbé ọkọ akọrin Osinachi tó dolóògbé lọ sí iléẹjọ́,"Ọjọ Kẹjọ, Oṣu Kẹrin, ọdun 2022 ni ariwo iku olorin ẹmi naa, Osinachi Nwachukwu sọ kaakiri ẹrọ ayelujara."
